"","x","G"
"1",0.828753494470623,1
"2",6.17100410157145,0
"3",5.62322796066121,0
"4",1.32122741881758,1
"5",0.59999049641192,1
"6",11.6194317699376,0
"7",5.20856715642423,0
"8",1.73697798801586,1
"9",5.79178460840896,0
"10",5.3094413527897,0
"11",5.77050698978154,0
"12",6.02391684581355,0
"13",6.79382151981354,0
"14",5.23486961775035,0
"15",0.156633621568758,1
"16",4.06029963359744,1
"17",9.61004473177121,0
"18",5.34241055302829,0
"19",6.36030322761132,0
"20",6.60045373742298,0
"21",1.84786054631211,1
"22",10.6813166400544,0
"23",8.21943812326611,0
"24",5.98933018748478,0
"25",6.20384297151879,0
"26",13.7661986481203,0
"27",5.29264604576439,0
"28",5.24843689032406,0
"29",1.52593666445464,1
"30",5.29837625936181,0
"31",7.4844058747691,0
"32",8.76178299293936,0
"33",7.12519346927122,0
"34",5.00572851576418,0
"35",8.51581977860153,0
"36",7.33676072315396,0
"37",9.48240188616457,0
"38",8.67638646320523,0
"39",8.33947445706547,0
"40",9.76283518878148,0
"41",5.58026610640049,0
"42",6.21237031970934,0
"43",8.26821484820069,0
"44",11.6583391369286,0
"45",5.03857954010874,0
"46",6.66767427031711,0
"47",7.10238983188585,0
"48",8.28211080686272,0
"49",5.45395805393175,0
"50",6.80681992997244,0
"51",7.52230100290001,0
"52",5.0741932032308,0
"53",3.62038033247501,1
"54",7.21014834300698,0
"55",10.7809708139055,0
"56",8.05679998503149,0
"57",7.90076644674958,0
"58",8.10961355821312,0
"59",5.71161858965472,0
"60",6.87015833486632,0
"61",5.42659541906383,0
"62",5.98991054942088,0
"63",7.07216726471499,0
"64",9.19566092709456,0
"65",1.29459674721584,1
"66",8.43617577360094,0
"67",0.343711308724442,1
"68",1.67426547538489,1
"69",6.01105488021687,0
"70",5.24511567406863,0
"71",5.13228990525514,0
"72",8.27191660807551,0
"73",5.88350804948734,0
"74",5.17599810861558,0
"75",7.17395375747994,0
"76",6.52302399282173,0
"77",5.6562647529395,0
"78",7.66231180385769,0
"79",6.94402371202425,0
"80",7.86622097793216,0
"81",9.55252223519013,0
"82",9.2107314522375,0
"83",2.36548592884347,1
"84",4.91251110700407,1
"85",8.63863150731743,0
"86",0.768035454550304,1
"87",9.35005594400094,0
"88",6.41387965500463,0
"89",2.81207350649193,1
"90",5.24327462517232,0
"91",7.81338517026127,0
"92",5.23595826268703,0
"93",5.65019799326376,0
"94",7.12913108696059,0
"95",5.67610227321104,0
"96",5.64989637757021,0
"97",4.5462582813254,1
"98",8.1243607591194,0
"99",5.6585939279964,0
"100",0.249177275877446,1
"101",8.83360907563955,0
"102",1.24605771796778,1
"103",6.12905090008691,0
"104",2.31659248329953,1
"105",5.34660157427699,0
"106",6.7961291439672,0
"107",5.55570881594733,0
"108",4.40030927971512,1
"109",8.76526893482626,0
"110",3.4536149901177,1
"111",7.70766809357356,0
"112",0.784831510670483,1
"113",2.27669634845361,1
"114",0.996437519664422,1
"115",0.158878367321078,1
"116",0.521066728334249,1
"117",5.91956158792576,0
"118",5.94849520145597,0
"119",6.34584446628407,0
"120",5.30913261935622,0
"121",16.3634432346974,0
"122",6.1271652386041,0
"123",1.03333995006979,1
"124",5.1002746646902,0
"125",7.40800566778601,0
"126",12.524180525631,0
"127",5.08758945927531,0
"128",10.2591026952617,0
"129",9.46728894916699,0
"130",0.493576397001743,1
"131",7.78837639645756,0
"132",0.693778127245605,1
"133",0.326242073610841,1
"134",4.66522682648003,1
"135",6.48963415478185,0
"136",0.597725400529296,1
"137",7.8335978173136,0
"138",7.65173414447452,0
"139",0.573066064342856,1
"140",16.9159323246633,0
"141",7.85202836797655,0
"142",5.75432238501288,0
"143",1.25575613081455,1
"144",4.00516907836792,1
"145",5.95824351538733,0
"146",4.05839021295816,1
"147",5.35880472451955,0
"148",2.65439732957885,1
"149",1.77626989036798,1
"150",0.115921133134014,1
"151",10.2907308688514,0
"152",6.64367373515681,0
"153",12.2609447241727,0
"154",7.14641196508721,0
"155",6.74674309645609,0
"156",6.87645997409538,0
"157",5.26655513585121,0
"158",5.71427158568815,0
"159",2.61042780455455,1
"160",8.27027633704748,0
"161",6.47511051078156,0
"162",8.22343177304686,0
"163",5.36167816348881,0
"164",5.67220236216501,0
"165",3.7277085478721,1
"166",8.5505997936529,0
"167",1.18413778338581,1
"168",6.03390291276518,0
"169",6.10604237024501,0
"170",5.68358468343333,0
"171",3.50094900734976,1
"172",7.63454367474735,0
"173",7.03304826398209,0
"174",7.35644556687296,0
"175",12.3173290260338,0
"176",2.39566909920678,1
"177",3.58635897122577,1
"178",1.61484573073685,1
"179",0.209089472617646,1
"180",2.75368371837095,1
"181",3.03683547776446,1
"182",3.04978522293523,1
"183",6.43110732291654,0
"184",10.756169431483,0
"185",10.273970522558,0
"186",7.05398406167344,0
"187",0.473774770401306,1
"188",5.26463181615383,0
"189",11.6493907392922,0
"190",6.58811968420461,0
"191",5.61891142655924,0
"192",5.89330834601835,0
"193",0.352908014412969,1
"194",0.347062892653048,1
"195",1.21961502265185,1
"196",8.27354805723847,0
"197",6.13851826046423,0
"198",5.32101295307786,0
"199",6.30377322812394,0
"200",7.8335811389196,0
"201",11.4486346424523,0
"202",6.46677316804246,0
"203",5.17876604550094,0
"204",7.20275220875457,0
"205",5.2754820989123,0
"206",7.96090960749268,0
"207",10.3687459429853,0
"208",7.46780216650189,0
"209",5.19447811224074,0
"210",5.87693793852643,0
"211",6.69094840292648,0
"212",9.37999883500264,0
"213",7.79847263352097,0
"214",5.70471919406966,0
"215",5.45169091899708,0
"216",8.54049929485739,0
"217",6.17991725385021,0
"218",6.52832142268137,0
"219",5.21475816496224,0
"220",6.28760605037359,0
"221",5.77301446799949,0
"222",3.56412140567109,1
"223",1.08163497822458,1
"224",2.04115337983894,1
"225",0.208592533431938,1
"226",5.06676196285099,0
"227",5.38929058924824,0
"228",2.17270398460638,1
"229",7.00079723824576,0
"230",14.5487248648644,0
"231",9.29414650877397,0
"232",2.58177983116612,1
"233",11.3595332472321,0
"234",8.44897028760136,0
"235",0.171296154624711,1
"236",5.39581793077797,0
"237",10.8491274894181,0
"238",9.63478145209477,0
"239",8.33596058146179,0
"240",5.81888009090737,0
"241",5.83298525484925,0
"242",5.44597311511821,0
"243",6.48453893442467,0
"244",7.11443206299857,0
"245",5.98796781108236,0
"246",7.23532519485064,0
"247",8.54964890436352,0
"248",1.60633951928467,1
"249",1.04290174050257,1
"250",8.75874712870539,0
"251",5.68314122628992,0
"252",9.76188520995305,0
"253",7.79922101304949,0
"254",6.15302734677509,0
"255",3.27875989217565,1
"256",2.89368766218181,1
"257",6.53528817300514,0
"258",2.03511287322165,1
"259",7.64625018631457,0
"260",6.27898786593989,0
"261",5.0561989111504,0
"262",13.7427391850049,0
"263",7.42242533520878,0
"264",5.0570639352104,0
"265",2.65448662690377,1
"266",8.10787295059384,0
"267",6.62314123292283,0
"268",5.83073046658949,0
"269",5.357569301655,0
"270",1.28054295433685,1
"271",9.41256641057656,0
"272",5.08527129800204,0
"273",5.1017825914225,0
"274",0.0536063885316253,1
"275",12.1334460959891,0
"276",7.90973289863289,0
"277",0.138884492557553,1
"278",5.74009088614232,0
"279",6.33496391554192,0
"280",12.1233072043362,0
"281",7.64798895523966,0
"282",7.70234531418503,0
"283",6.04297516648487,0
"284",5.23817504622549,0
"285",6.65981448371724,0
"286",12.1665923000279,0
"287",5.28651405737311,0
"288",11.9424375117722,0
"289",7.40302618251265,0
"290",6.23353333921501,0
"291",5.21890000679106,0
"292",5.43369034694163,0
"293",8.50946156487883,0
"294",6.16018757005051,0
"295",6.98454043497161,0
"296",12.0472739518586,0
"297",10.1096809050195,0
"298",1.09086404567021,1
"299",7.80268764154137,0
"300",13.5221420015326,0
"301",0.567999028321356,1
"302",8.37459802583874,0
"303",5.42950173620895,0
"304",8.01791102583802,0
"305",5.48428711009762,0
"306",5.61067849625662,0
"307",9.46791894940064,0
"308",5.12637236557474,0
"309",6.07647173185662,0
"310",9.55996837226079,0
"311",5.1233350036344,0
"312",6.66632761140183,0
"313",5.16571663149208,0
"314",6.12600466240958,0
"315",7.8083087026756,0
"316",5.27855719529599,0
"317",5.3517195319435,0
"318",3.62751412332565,1
"319",11.1557445467416,0
"320",6.20787765984253,0
"321",6.75663121570662,0
"322",5.56673816276245,0
"323",6.56197838415221,0
"324",6.84809929956511,0
"325",9.42712785807774,0
"326",5.27432917930693,0
"327",5.97590350099836,0
"328",7.64573393718422,0
"329",5.82075711818975,0
"330",10.7099261808793,0
"331",5.86238574046745,0
"332",6.68058214764341,0
"333",16.7444024117147,0
"334",5.24875777453691,0
"335",6.14999724725277,0
"336",6.73470641528085,0
"337",6.64392558415249,0
"338",8.01379202982572,0
"339",7.87619215653361,0
"340",7.34634588168085,0
"341",6.59651015330866,0
"342",5.67368585291023,0
"343",7.80889903859318,0
"344",6.33135983650402,0
"345",7.10409008865074,0
"346",0.6111500084501,1
"347",5.99018138911738,0
"348",11.9692307890359,0
"349",5.59435638524567,0
"350",1.37239024275914,1
"351",11.2464374759168,0
"352",11.2056741476956,0
"353",15.3592189154421,0
"354",8.60956260071219,0
"355",7.85710961048527,0
"356",7.49085900888861,0
"357",6.65498248582422,0
"358",0.292387731932104,1
"359",8.54912473068655,0
"360",2.53254648585126,1
"361",13.2052855896595,0
"362",2.03744665764526,1
"363",0.927956772129983,1
"364",0.824584961030632,1
"365",13.7626675315719,0
"366",5.34964536630124,0
"367",2.56537734929726,1
"368",0.436571800335231,1
"369",8.32332412631993,0
"370",6.10212828561873,0
"371",5.80020898390516,0
"372",3.08984218005344,1
"373",7.79726249214685,0
"374",3.10988952525214,1
"375",6.10528692579092,0
"376",10.3058471448057,0
"377",8.45776757645415,0
"378",7.50687393625309,0
"379",5.90089200651392,0
"380",7.57990667280817,0
"381",8.2152496735853,0
"382",5.10618638933212,0
"383",6.36840047766284,0
"384",5.69257128168658,0
"385",10.8518400431576,0
"386",6.76298743416384,0
"387",9.20961544421838,0
"388",5.26189206481487,0
"389",9.75699979273007,0
"390",5.37876633383841,0
"391",17.2883543599324,0
"392",0.393293559094636,1
"393",7.5623812566799,0
"394",5.63435992454008,0
"395",5.21751989812166,0
"396",5.16230999656529,0
"397",4.37453109376639,1
"398",0.0416878711432219,1
"399",11.1102265557637,0
"400",5.19637968257577,0
"401",5.33508361369878,0
"402",0.243786514825626,1
"403",14.1416253220095,0
"404",5.45172688410725,0
"405",15.3764299405004,0
"406",5.0525489119491,0
"407",7.40855916964299,0
"408",5.40173735075206,0
"409",1.1973844865337,1
"410",5.24475975648076,0
"411",5.93622344576933,0
"412",7.24880942062557,0
"413",9.43121303824113,0
"414",5.34316619687289,0
"415",5.54174172510222,0
"416",8.90619779036463,0
"417",3.22362991020337,1
"418",5.85802421648816,0
"419",5.38682502225548,0
"420",5.38137625732035,0
"421",0.194827947579324,1
"422",6.78706246246413,0
"423",7.37109389964782,0
"424",9.44650477375735,0
"425",5.38777332060546,0
"426",5.87295998744115,0
"427",5.15589385234327,0
"428",5.54346158583478,0
"429",5.53589347605423,0
"430",5.29056001991541,0
"431",10.881870802691,0
"432",5.34653230660171,0
"433",13.3952738441295,0
"434",11.3934307993355,0
"435",13.1340476665757,0
"436",8.92564182684839,0
"437",6.19277349044398,0
"438",5.74478367043524,0
"439",6.12450521369308,0
"440",10.4714556209064,0
"441",5.99489588369445,0
"442",12.6893161307825,0
"443",14.4200481495464,0
"444",11.8122731328908,0
"445",6.02664056986403,0
"446",8.23032421425999,0
"447",0.0323811441659927,1
"448",8.3353817994994,0
"449",7.01305788312868,0
"450",6.69492179010824,0
"451",2.62899750795469,1
"452",1.75996572254226,1
"453",6.98799454946831,0
"454",6.99032959122971,0
"455",5.33313086383552,0
"456",15.1445489142121,0
"457",7.84628876403988,0
"458",6.0652245752962,0
"459",7.38565811796024,0
"460",6.06855014045552,0
"461",10.7604692867152,0
"462",5.9588718206139,0
"463",2.48737292742374,1
"464",8.11622832820833,0
"465",6.02470829789356,0
"466",5.69647533823565,0
"467",1.39447745997459,1
"468",10.2254797353827,0
"469",8.73900570080698,0
"470",8.46308473751963,0
"471",10.0011416783683,0
"472",5.65900959756589,0
"473",5.70335067269458,0
"474",1.19147344231606,1
"475",5.29364303440363,0
"476",15.2800842842662,0
"477",2.2502476879656,1
"478",5.88908291612581,0
"479",6.67849222168066,0
"480",14.3987624298586,0
"481",6.87613095869139,0
"482",4.08584632877974,1
"483",5.04909195952624,0
"484",3.00240468203048,1
"485",9.09515047279523,0
"486",4.0212289782795,1
"487",5.3510634140721,0
"488",5.47733681206421,0
"489",10.5201697012536,0
"490",5.29891281627626,0
"491",8.82750134275378,0
"492",7.20708032701925,0
"493",2.29963035367683,1
"494",4.71454416864127,1
"495",5.51635946859435,0
"496",3.60011397551999,1
"497",9.22430044320748,0
"498",5.06123613320798,0
"499",6.6122767411621,0
"500",5.43279071827248,0
"501",7.20743307252244,0
"502",5.39132504329592,0
"503",5.71607324261979,0
"504",6.53001943001749,0
"505",6.32357148234562,0
"506",6.55839616586283,0
"507",1.97489406530068,1
"508",5.05751540378243,0
"509",10.6739026596896,0
"510",6.25245657924456,0
"511",7.0189857781382,0
"512",8.71201634512366,0
"513",6.59711962942794,0
"514",7.38817786232651,0
"515",6.49882254605011,0
"516",5.22726985008032,0
"517",9.03543608660828,0
"518",6.80405781422571,0
"519",5.28681494050235,0
"520",10.1791230401151,0
"521",7.83627049638255,0
"522",6.65962663818911,0
"523",10.595721687948,0
"524",5.31994509377092,0
"525",5.88066122014836,0
"526",2.16799720989854,1
"527",5.24942182988435,0
"528",8.76004126177252,0
"529",9.01666222621087,0
"530",1.93667000167325,1
"531",5.8470097629672,0
"532",8.24003949121655,0
"533",13.9889118086352,0
"534",5.7105139971228,0
"535",5.20205783524126,0
"536",6.00588060472921,0
"537",22.281142975922,0
"538",7.08592529822901,0
"539",5.98902617101387,0
"540",5.67164519929057,0
"541",7.94020511934867,0
"542",5.92560690943912,0
"543",7.19845637311057,0
"544",8.9911115239662,0
"545",9.73420584361911,0
"546",8.10517763749779,0
"547",5.53483059495734,0
"548",5.23670380344159,0
"549",11.4062084608306,0
"550",4.83552413709969,1
"551",7.55073032037438,0
"552",1.40090995821649,1
"553",5.10093901545316,0
"554",4.7695804288289,1
"555",6.00848386441187,0
"556",5.79597967346028,0
"557",6.3547436215432,0
"558",6.60347757194952,0
"559",7.34254953494252,0
"560",8.94613525674761,0
"561",8.0428313057226,0
"562",6.19153760176957,0
"563",2.61422774166122,1
"564",8.37880460725249,0
"565",6.62124274750069,0
"566",11.8181807159611,0
"567",9.48268441764043,0
"568",7.35923641918874,0
"569",5.05277586855501,0
"570",7.69555775032461,0
"571",5.92649900383889,0
"572",6.86315389727071,0
"573",6.91871737246231,0
"574",7.47204919405931,0
"575",1.65660995831713,1
"576",7.92300912396134,0
"577",5.00721807830543,0
"578",7.66166001067579,0
"579",9.59142340754936,0
"580",12.5071456850472,0
"581",6.10805680383757,0
"582",5.18534496367485,0
"583",5.19577966459602,0
"584",5.97338987215997,0
"585",6.39357448490713,0
"586",10.1041012903802,0
"587",5.26803925499827,0
"588",6.43007455025629,0
"589",3.65303913333029,1
"590",2.04991442028687,1
"591",6.07279599225871,0
"592",5.21272130400449,0
"593",8.6597608263892,0
"594",1.62389792870898,1
"595",8.05933979229849,0
"596",6.27933628094802,0
"597",9.59648041335271,0
"598",6.89011013735846,0
"599",5.40641835980624,0
"600",5.16351245880634,0
"601",6.05661012311295,0
"602",10.4548460265748,0
"603",8.53794361160219,0
"604",5.90430626873687,0
"605",5.15664604321629,0
"606",6.93347896640018,0
"607",6.08012749408201,0
"608",5.60697769527153,0
"609",5.67711848323063,0
"610",7.86745537326754,0
"611",0.532161527406424,1
"612",3.60518402249128,1
"613",12.3292189122143,0
"614",8.14959778742016,0
"615",10.5875654688232,0
"616",8.13107329712332,0
"617",5.34665716082365,0
"618",6.47404868085698,0
"619",11.0800037265721,0
"620",7.52541415945709,0
"621",5.02432513103396,0
"622",0.687823061272502,1
"623",5.88720239777878,0
"624",7.16369758923367,0
"625",6.84526754324154,0
"626",6.82089009661988,0
"627",6.53876490373925,0
"628",8.54952512041748,0
"629",10.206172331249,0
"630",9.97148908880875,0
"631",11.9347126186791,0
"632",5.52005431666423,0
"633",1.06564825009555,1
"634",9.14503292349503,0
"635",10.2489448397091,0
"636",6.37873696987346,0
"637",5.01318018824369,0
"638",6.372171384141,0
"639",7.64415963640164,0
"640",4.32456460243008,1
"641",0.916882972419262,1
"642",9.13576377240346,0
"643",0.853480838891119,1
"644",0.196919134221716,1
"645",8.17462363354156,0
"646",6.37938428885321,0
"647",3.04153674215332,1
"648",0.414006857294589,1
"649",2.78429481264457,1
"650",6.73511081491426,0
"651",8.34612099342787,0
"652",6.96641151089982,0
"653",9.36449584497488,0
"654",0.481361738871783,1
"655",5.07812162429601,0
"656",0.278641000483185,1
"657",8.97812226818026,0
"658",2.3200635073175,1
"659",14.1672625075831,0
"660",0.732458152068251,1
"661",5.4462195603347,0
"662",5.27757376671344,0
"663",5.52538662110284,0
"664",5.5106705884587,0
"665",0.542881943892824,1
"666",2.74029061019674,1
"667",5.42716547404245,0
"668",1.17296452429146,1
"669",5.29134816915304,0
"670",0.102809543348849,1
"671",5.33526789486915,0
"672",5.62538184975103,0
"673",7.23047451087955,0
"674",5.06486406341702,0
"675",2.51320072926323,1
"676",8.55560951785267,0
"677",3.47203451486192,1
"678",5.12618572516504,0
"679",5.64371653799728,0
"680",5.9151927568467,0
"681",1.75811069468036,1
"682",1.21627048430964,1
"683",2.19865260116029,1
"684",8.55372540609062,0
"685",0.610023299045861,1
"686",5.99076129649595,0
"687",1.50562520567328,1
"688",1.29095812756568,1
"689",3.46038150199011,1
"690",6.8492245227547,0
